FIPS,without_decimal,Percent_Below_Poverty
50025,1367,13.67
19123,1367,13.67
29173,1368,13.68
47155,1368,13.68
36101,1369,13.69
48069,1369,13.69
48057,1369,13.69
53063,1369,13.69
17079,1369,13.69
6065,1370,13.7
37135,1370,13.7
32003,1370,13.7
8079,1371,13.71
20173,1372,13.72
36073,1372,13.72
48209,1373,13.73
26137,1373,13.73
27091,1373,13.73
19187,1373,13.73
45019,1374,13.74
29227,1374,13.74
47161,1375,13.75
46103,1375,13.75
40047,1375,13.75
54031,1376,13.76
37169,1377,13.77
2013,1377,13.77
4013,1377,13.77
26075,1378,13.78
48083,1378,13.78
47035,1378,13.78
36111,1379,13.79
42073,1379,13.79
41051,1379,13.79
46033,1380,13.8
39005,1380,13.8
54057,1380,13.8
55035,1382,13.82
17149,1382,13.82
1067,1383,13.83
46089,1384,13.84
37043,1385,13.85
47145,1385,13.85
19029,1385,13.85
17199,1386,13.86
56031,1386,13.86
48027,1387,13.87
36087,1387,13.87
36015,1387,13.87
51083,1387,13.87
17053,1387,13.87
17035,1388,13.88
17117,1388,13.88
24011,1388,13.88
48197,1388,13.88
39065,1389,13.89
13207,1389,13.89
42085,1390,13.9
37059,1391,13.91
41061,1391,13.91
40081,1391,13.91
54029,1392,13.92
48075,1392,13.92
1019,1392,13.92
13153,1393,13.93
39003,1393,13.93
13139,1394,13.94
48043,1395,13.95
47117,1395,13.95
48435,1395,13.95
46047,1396,13.96
47031,1396,13.96
53045,1396,13.96
51009,1396,13.96
40083,1396,13.96
17161,1396,13.96
5023,1396,13.96
27123,1397,13.97
48253,1397,13.97
48411,1398,13.98
8125,1398,13.98
17193,1398,13.98
26161,1398,13.98
29041,1399,13.99
36039,1399,13.99
41069,1400,14
36045,1402,14.02
13169,1402,14.02
12033,1403,14.03
48223,1403,14.03
45083,1404,14.04
48395,1404,14.04
13015,1404,14.04
48461,1406,14.06
27137,1407,14.07
19003,1408,14.08
31013,1408,14.08
55103,1409,14.09
48291,1410,14.1
12053,1410,14.1
18075,1410,14.1
36067,1411,14.11
48177,1412,14.12
53073,1412,14.12
37141,1413,14.13
20035,1413,14.13
20205,1413,14.13
27083,1414,14.14
17005,1415,14.15
29089,1415,14.15
17137,1416,14.16
17091,1417,14.17
21167,1418,14.18
19111,1418,14.18
51163,1418,14.18
46035,1420,14.2
36029,1420,14.2
26165,1420,14.2
39167,1421,14.21
53065,1422,14.22
8077,1422,14.22
26157,1422,14.22
26113,1423,14.23
19175,1423,14.23
20159,1423,14.23
41047,1423,14.23
51141,1423,14.23
21111,1424,14.24
21021,1424,14.24
12127,1425,14.25
29123,1425,14.25
16031,1426,14.26
40137,1426,14.26
18055,1427,14.27
30063,1427,14.27
20139,1427,14.27
37077,1428,14.28
35021,1429,14.29
26007,1429,14.29
47003,1430,14.3
39029,1431,14.31
37175,1431,14.31
16083,1431,14.31
17125,1431,14.31
13149,1432,14.32
27159,1433,14.33
16049,1434,14.34
46053,1434,14.34
26117,1435,14.35
17031,1437,14.37
13121,1437,14.37
39031,1437,14.37
53015,1438,14.38
36055,1439,14.39
48415,1440,14.4
53027,1442,14.42
47051,1442,14.42
13291,1442,14.42
37071,1445,14.45
12031,1446,14.46
8043,1447,14.47
18139,1447,14.47
56045,1447,14.47
51067,1447,14.47
48263,1448,14.48
41049,1448,14.48
29101,1448,14.48
21055,1449,14.49
29033,1450,14.5
20057,1450,14.5
18121,1451,14.51
19067,1451,14.51
6077,1451,14.51
54051,1451,14.51
53009,1452,14.52
5053,1452,14.52
17167,1453,14.53
22003,1454,14.54
47093,1454,14.54
42033,1455,14.55
8065,1455,14.55
29061,1455,14.55
16017,1456,14.56
12057,1456,14.56
18017,1456,14.56
55051,1456,14.56
48233,1456,14.56
31061,1457,14.57
51191,1457,14.57
40149,1457,14.57
21139,1457,14.57
1077,1458,14.58
45007,1458,14.58
12005,1459,14.59
19133,1459,14.59
28081,1461,14.61
51035,1461,14.61
27029,1462,14.62
18071,1463,14.63
51133,1463,14.63
35015,1463,14.63
48499,1463,14.63
21123,1464,14.64
1103,1464,14.64
29095,1465,14.65
41019,1465,14.65
51620,1466,14.66
5039,1466,14.66
5009,1466,14.66
6067,1467,14.67
46011,1467,14.67
42013,1467,14.67
38045,1468,14.68
17057,1468,14.68
12013,1468,14.68
29213,1469,14.69
31045,1470,14.7
40057,1470,14.7
42069,1470,14.7
40123,1470,14.7
48365,1472,14.72
48153,1472,14.72
17159,1473,14.73
18135,1474,14.74
21049,1474,14.74
42079,1474,14.74
47103,1474,14.74
46049,1475,14.75
48129,1475,14.75
47055,1476,14.76
8073,1476,14.76
29029,1476,14.76
17163,1476,14.76
29217,1477,14.77
48013,1477,14.77
51155,1477,14.77
17017,1478,14.78
20123,1478,14.78
5117,1479,14.79
21077,1479,14.79
5015,1480,14.8
39027,1480,14.8
39101,1481,14.81
12097,1481,14.81
23019,1481,14.81
29075,1481,14.81
26013,1482,14.82
20141,1482,14.82
48421,1482,14.82
53025,1483,14.83
18149,1483,14.83
18117,1484,14.84
51197,1484,14.84
21105,1485,14.85
12095,1485,14.85
26149,1485,14.85
26159,1485,14.85
1043,1487,14.87
18143,1487,14.87
36077,1487,14.87
48001,1488,14.88
48235,1488,14.88
47037,1488,14.88
26031,1488,14.88
13143,1488,14.88
18067,1490,14.9
39023,1490,14.9
36035,1490,14.9
31119,1490,14.9
51193,1491,14.91
6037,1491,14.91
12121,1493,14.93
49041,1493,14.93
48369,1493,14.93
45055,1494,14.94
45003,1494,14.94
17113,1494,14.94
19179,1494,14.94
29045,1495,14.95
18165,1495,14.95
26077,1495,14.95
39033,1495,14.95
40143,1496,14.96
48275,1498,14.98
40085,1498,14.98
26127,1498,14.98
47139,1499,14.99
42037,1500,15
36019,1500,15
28003,1500,15
17105,1501,15.01
29105,1501,15.01
20003,1501,15.01
45051,1501,15.01
40037,1502,15.02
48495,1503,15.03
49039,1503,15.03
48469,1504,15.04
48151,1505,15.05
55057,1505,15.05
48389,1505,15.05
26105,1505,15.05
29007,1506,15.06
13051,1506,15.06
1031,1507,15.07
13187,1507,15.07
18065,1508,15.08
5065,1509,15.09
28037,1509,15.09
29169,1509,15.09
13137,1509,15.09
51139,1509,15.09
45081,1509,15.09
37011,1510,15.1
8085,1511,15.11
28145,1511,15.11
6099,1511,15.11
26151,1512,15.12
13089,1512,15.12
13147,1512,15.12
37027,1512,15.12
48371,1513,15.13
8083,1513,15.13
29163,1514,15.14
37143,1514,15.14
48441,1514,15.14
36105,1515,15.15
42065,1515,15.15
53021,1515,15.15
55043,1515,15.15
23017,1515,15.15
1041,1516,15.16
29017,1516,15.16
37127,1516,15.16
37063,1517,15.17
54071,1517,15.17
21177,1517,15.17
48357,1518,15.18
56017,1518,15.18
51650,1518,15.18
37151,1519,15.19
48407,1519,15.19
1001,1519,15.19
18091,1519,15.19
6043,1519,15.19
40049,1520,15.2
26069,1521,15.21
20005,1522,15.22
37049,1522,15.22
44007,1523,15.23
21229,1524,15.24
34017,1525,15.25
48165,1526,15.26
54063,1526,15.26
51081,1527,15.27
42023,1527,15.27
40059,1527,15.27
31151,1527,15.27
18103,1528,15.28
48399,1528,15.28
21017,1529,15.29
16039,1530,15.3
39015,1530,15.3
48301,1531,15.31
54033,1531,15.31
13305,1531,15.31
31091,1533,15.33
51700,1533,15.33
17151,1534,15.34
30107,1535,15.35
49005,1535,15.35
48423,1536,15.36
54077,1536,15.36
48113,1536,15.36
47115,1537,15.37
35019,1537,15.37
21007,1537,15.37
37197,1538,15.38
13281,1539,15.39
29115,1539,15.39
18119,1539,15.39
24045,1539,15.39
20009,1539,15.39
37057,1540,15.4
36097,1540,15.4
42021,1540,15.4
45065,1541,15.41
37113,1542,15.42
47179,1542,15.42
5109,1542,15.42
5037,1545,15.45
48331,1545,15.45
26121,1546,15.46
17175,1546,15.46
1033,1547,15.47
6101,1547,15.47
36065,1547,15.47
40099,1547,15.47
22051,1548,15.48
6115,1548,15.48
20051,1549,15.49
13159,1550,15.5
22011,1551,15.51
51169,1551,15.51
51630,1552,15.52
41029,1552,15.52
18083,1552,15.52
18141,1552,15.52
29187,1552,15.52
13039,1553,15.53
48455,1553,15.53
42035,1554,15.54
13217,1554,15.54
16025,1555,15.55
17201,1556,15.56
18089,1557,15.57
22057,1558,15.58
20039,1558,15.58
39121,1558,15.58
53039,1558,15.58
48333,1560,15.6
15001,1560,15.6
47085,1562,15.62
13213,1563,15.63
17143,1564,15.64
21213,1564,15.64
40113,1564,15.64
48337,1565,15.65
5075,1565,15.65
26103,1565,15.65
48413,1566,15.66
5145,1569,15.69
34031,1569,15.69
12017,1570,15.7
21005,1570,15.7
37139,1570,15.7
39049,1571,15.71
48019,1571,15.71
48201,1571,15.71
48029,1572,15.72
21079,1573,15.73
54017,1574,15.74
51029,1575,15.75
39061,1576,15.76
29039,1576,15.76
21145,1578,15.78
48035,1578,15.78
12023,1579,15.79
21143,1580,15.8
34013,1580,15.8
37085,1580,15.8
37081,1580,15.8
26017,1581,15.81
19013,1581,15.81
26023,1581,15.81
24019,1581,15.81
8055,1582,15.82
35025,1582,15.82
36061,1583,15.83
47053,1583,15.83
5101,1583,15.83
12105,1583,15.83
30027,1583,15.83
47015,1584,15.84
47023,1584,15.84
51181,1585,15.85
40105,1586,15.86
29025,1586,15.86
40117,1588,15.88
31075,1589,15.89
48409,1590,15.9
13313,1591,15.91
13179,1591,15.91
30089,1593,15.93
37159,1593,15.93
54053,1593,15.93
47163,1594,15.94
6071,1595,15.95
40109,1596,15.96
8099,1597,15.97
37041,1598,15.98
54025,1600,16
39067,1600,16
53049,1600,16
48189,1601,16.01
47011,1601,16.01
37129,1602,16.02
48123,1602,16.02
42049,1602,16.02
1073,1602,16.02
35011,1603,16.03
48459,1603,16.03
40045,1603,16.03
39119,1604,16.04
40031,1607,16.07
55123,1607,16.07
48231,1607,16.07
17145,1607,16.07
21149,1607,16.07
20077,1607,16.07
37145,1608,16.08
51143,1609,16.09
37105,1609,16.09
40019,1609,16.09
16073,1609,16.09
12083,1609,16.09
23003,1609,16.09
20011,1610,16.1
13237,1610,16.1
19057,1611,16.11
42083,1611,16.11
48353,1613,16.13
37001,1613,16.13
5081,1613,16.13
13295,1614,16.14
26021,1614,16.14
54105,1615,16.15
41011,1615,16.15
46005,1616,16.16
28115,1616,16.16
28059,1618,16.18
26135,1618,16.18
30051,1618,16.18
38035,1618,16.18
45037,1619,16.19
40125,1619,16.19
29205,1619,16.19
16061,1619,16.19
39047,1620,16.2
55113,1621,16.21
48117,1622,16.22
26059,1622,16.22
29117,1623,16.23
31043,1623,16.23
29195,1624,16.24
11001,1624,16.24
17101,1624,16.24
45079,1624,16.24
47185,1625,16.25
51840,1626,16.26
42031,1627,16.27
41041,1627,16.27
29139,1627,16.27
16047,1627,16.27
26039,1628,16.28
37009,1628,16.28
42063,1629,16.29
48237,1631,16.31
2068,1631,16.31
20107,1633,16.33
48045,1633,16.33
26097,1636,16.36
18177,1636,16.36
29159,1637,16.37
32023,1637,16.37
29175,1637,16.37
37115,1637,16.37
54049,1637,16.37
37199,1637,16.37
29031,1638,16.38
4015,1638,16.38
25013,1639,16.39
16005,1639,16.39
5143,1639,16.39
20007,1639,16.39
29077,1640,16.4
36023,1640,16.4
21081,1640,16.4
54021,1640,16.4
51111,1642,16.42
37171,1643,16.43
26025,1643,16.43
5055,1644,16.44
35003,1645,16.45
48073,1645,16.45
29167,1646,16.46
48391,1647,16.47
48179,1649,16.49
48219,1649,16.49
34011,1649,16.49
36009,1650,16.5
17025,1650,16.5
49017,1650,16.5
48473,1652,16.52
12065,1652,16.52
18095,1653,16.53
48457,1653,16.53
2164,1655,16.55
24001,1655,16.55
29081,1655,16.55
26119,1655,16.55
48355,1657,16.57
48037,1658,16.58
21059,1658,16.58
17037,1658,16.58
17135,1658,16.58
36025,1658,16.58
40043,1660,16.6
4003,1661,16.61
26123,1662,16.62
30037,1662,16.62
45077,1662,16.62
54075,1662,16.62
5031,1663,16.63
54095,1664,16.64
39113,1665,16.65
5149,1665,16.65
5003,1666,16.66
26153,1666,16.66
37039,1666,16.66
47059,1667,16.67
5045,1667,16.67
26079,1667,16.67
18163,1668,16.68
5063,1669,16.69
35001,1669,16.69
6089,1669,16.69
13197,1669,16.69
40009,1669,16.69
26143,1672,16.72
16067,1672,16.72
46037,1673,16.73
38069,1673,16.73
47001,1674,16.74
26057,1674,16.74
17127,1675,16.75
54091,1675,16.75
51820,1676,16.76
47083,1676,16.76
12077,1676,16.76
37111,1677,16.77
49007,1677,16.77
21033,1678,16.78
21227,1679,16.79
13123,1679,16.79
18001,1680,16.8
51057,1680,16.8
51740,1680,16.8
21067,1681,16.81
4019,1681,16.81
40121,1682,16.82
47175,1682,16.82
54107,1682,16.82
48447,1683,16.83
40025,1683,16.83
5119,1683,16.83
37067,1684,16.84
16007,1685,16.85
29109,1685,16.85
21039,1685,16.85
21089,1686,16.86
29131,1687,16.87
20175,1687,16.87
36003,1688,16.88
35061,1688,16.88
48485,1689,16.89
48307,1690,16.9
26051,1690,16.9
29211,1693,16.93
1111,1693,16.93
47121,1693,16.93
21113,1694,16.94
20111,1695,16.95
47099,1695,16.95
48349,1696,16.96
17115,1696,16.96
29171,1696,16.96
8081,1697,16.97
16045,1697,16.97
48185,1697,16.97
40095,1697,16.97
48087,1698,16.98
21141,1698,16.98
29125,1699,16.99
26095,1699,16.99
36075,1700,17
48283,1700,17
8105,1701,17.01
26053,1701,17.01
26001,1702,17.02
28015,1702,17.02
17081,1703,17.03
49021,1703,17.03
30087,1704,17.04
22093,1705,17.05
37075,1705,17.05
30015,1709,17.09
12086,1709,17.09
48213,1709,17.09
39111,1710,17.1
29097,1710,17.1
28109,1710,17.1
26129,1710,17.1
40013,1711,17.11
29185,1712,17.12
13195,1712,17.12
26011,1714,17.14
31161,1714,17.14
49031,1715,17.15
5033,1716,17.16
2070,1718,17.18
12041,1718,17.18
13249,1718,17.18
54039,1719,17.19
47133,1719,17.19
19185,1720,17.2
30103,1722,17.22
31117,1722,17.22
29021,1722,17.22
48297,1722,17.22
22015,1723,17.23
17051,1723,17.23
28039,1724,17.24
39155,1724,17.24
51159,1725,17.25
1017,1725,17.25
22115,1725,17.25
29127,1726,17.26
29085,1726,17.26
21223,1727,17.27
53019,1727,17.27
42051,1727,17.27
40065,1728,17.28
40129,1728,17.28
16009,1728,17.28
1029,1728,17.28
22111,1729,17.29
29079,1730,17.3
2198,1730,17.3
22019,1730,17.3
13045,1730,17.3
47111,1730,17.3
47063,1731,17.31
40071,1731,17.31
48193,1732,17.32
55041,1732,17.32
22055,1732,17.32
39141,1733,17.33
48227,1733,17.33
55003,1735,17.35
5001,1735,17.35
30053,1738,17.38
48203,1738,17.38
48195,1739,17.39
53077,1739,17.39
1055,1739,17.39
30093,1741,17.41
5087,1741,17.41
36007,1741,17.41
22095,1743,17.43
12043,1744,17.44
48277,1744,17.44
28095,1745,17.45
37173,1746,17.46
39035,1746,17.46
22037,1747,17.47
1093,1748,17.48
39081,1749,17.49
51185,1750,17.5
39099,1751,17.51
6021,1751,17.51
45073,1752,17.52
8109,1755,17.55
21097,1756,17.56
1035,1759,17.59
48481,1759,17.59
47039,1760,17.6
22113,1760,17.6
4005,1760,17.6
5029,1760,17.6
27013,1761,17.61
41039,1762,17.62
1133,1763,17.63
13191,1765,17.65
1045,1765,17.65
19007,1765,17.65
45071,1765,17.65
48289,1765,17.65
48245,1766,17.66
1125,1766,17.66
30001,1767,17.67
20001,1768,17.68
48449,1768,17.68
54035,1768,17.68
48255,1769,17.69
37193,1769,17.69
37123,1770,17.7
19047,1770,17.7
20089,1771,17.71
17121,1773,17.73
45053,1774,17.74
48005,1774,17.74
29015,1775,17.75
48343,1777,17.77
36033,1778,17.78
29197,1778,17.78
21161,1779,17.79
18097,1780,17.8
6045,1780,17.8
21191,1780,17.8
47069,1780,17.8
47033,1783,17.83
51049,1783,17.83
21023,1783,17.83
54027,1784,17.84
29225,1785,17.85
41059,1786,17.86
47159,1787,17.87
36089,1787,17.87
45043,1788,17.88
21217,1789,17.89
5105,1789,17.89
1015,1790,17.9
29019,1791,17.91
41031,1791,17.91
37161,1793,17.93
18025,1793,17.93
26133,1793,17.93
13255,1794,17.94
48463,1794,17.94
20049,1795,17.95
1027,1795,17.95
13023,1797,17.97
17181,1798,17.98
26145,1799,17.99
18053,1800,18
20045,1800,18
48183,1801,18.01
47181,1801,18.01
53037,1802,18.02
51131,1803,18.03
22033,1803,18.03
1079,1803,18.03
16023,1804,18.04
5059,1804,18.04
13129,1804,18.04
21087,1805,18.05
48161,1806,18.06
47171,1806,18.06
39087,1807,18.07
28137,1807,18.07
16057,1808,18.08
37023,1808,18.08
13241,1808,18.08
51089,1808,18.08
37033,1809,18.09
19103,1810,18.1
47057,1810,18.1
42053,1810,18.1
48363,1810,18.1
41023,1811,18.11
41033,1812,18.12
40097,1812,18.12
1007,1813,18.13
13127,1814,18.14
1127,1815,18.15
37157,1815,18.15
42027,1816,18.16
40039,1816,18.16
17095,1817,18.17
21061,1817,18.17
48373,1818,18.18
25025,1819,18.19
5089,1820,18.2
22075,1820,18.2
6031,1820,18.2
36013,1820,18.2
1069,1823,18.23
48305,1823,18.23
22047,1824,18.24
29207,1824,18.24
21173,1825,18.25
40033,1825,18.25
28073,1826,18.26
21103,1826,18.26
48483,1829,18.29
48133,1830,18.3
20187,1830,18.3
51135,1831,18.31
54067,1832,18.32
40041,1833,18.33
54085,1833,18.33
8029,1834,18.34
35055,1834,18.34
13233,1835,18.35
28161,1837,18.37
37051,1837,18.37
48143,1837,18.37
22091,1838,18.38
16037,1839,18.39
13115,1839,18.39
5025,1839,18.39
41037,1839,18.39
47041,1840,18.4
26033,1840,18.4
20099,1840,18.4
45041,1841,18.41
19053,1842,18.42
28041,1842,18.42
47123,1843,18.43
54087,1843,18.43
48067,1846,18.46
28045,1847,18.47
29055,1848,18.48
48241,1849,18.49
5131,1850,18.5
8071,1851,18.51
5141,1851,18.51
20019,1851,18.51
54083,1851,18.51
48063,1851,18.51
23021,1853,18.53
13209,1854,18.54
47113,1854,18.54
21101,1855,18.55
21027,1856,18.56
47045,1856,18.56
40035,1857,18.57
51147,1857,18.57
13063,1857,18.57
1071,1858,18.58
29119,1858,18.58
30041,1858,18.58
47017,1858,18.58
1039,1859,18.59
22085,1859,18.59
29111,1861,18.61
12055,1861,18.61
6033,1861,18.61
5051,1862,18.62
54081,1862,18.62
37013,1863,18.63
30061,1863,18.63
13171,1864,18.64
48105,1864,18.64
40077,1865,18.65
28077,1865,18.65
22127,1868,18.68
39131,1868,18.68
37099,1870,18.7
5083,1871,18.71
21219,1871,18.71
21003,1872,18.72
18157,1872,18.72
39095,1872,18.72
20125,1872,18.72
45001,1872,18.72
45085,1872,18.72
47081,1873,18.73
51710,1875,18.75
39079,1877,18.77
12037,1878,18.78
1097,1878,18.78
29103,1879,18.79
20133,1879,18.79
47075,1880,18.8
5121,1881,18.81
22043,1881,18.81
6049,1881,18.81
6093,1881,18.81
5043,1883,18.83
47077,1883,18.83
47109,1884,18.84
5115,1884,18.84
28093,1884,18.84
22099,1885,18.85
31133,1885,18.85
48303,1886,18.86
48055,1887,18.87
51173,1887,18.87
13125,1887,18.87
21019,1887,18.87
21183,1888,18.88
1123,1888,18.88
8101,1889,18.89
28129,1889,18.89
27007,1889,18.89
36109,1889,18.89
21151,1889,18.89
13183,1889,18.89
17183,1891,18.91
13263,1892,18.92
23029,1892,18.92
26049,1894,18.94
40015,1894,18.94
47141,1895,18.95
48321,1895,18.95
55079,1897,18.97
39163,1897,18.97
18155,1897,18.97
17169,1899,18.99
46023,1899,18.99
51117,1899,18.99
51001,1900,19
13321,1900,19
8115,1900,19
18041,1901,19.01
16053,1902,19.02
28111,1902,19.02
48279,1902,19.02
6105,1903,19.03
8009,1903,19.03
18167,1906,19.06
1121,1906,19.06
6007,1907,19.07
40061,1907,19.07
6113,1908,19.08
5139,1909,19.09
22053,1909,19.09
21187,1909,19.09
47073,1909,19.09
41003,1909,19.09
1021,1912,19.12
28023,1912,19.12
5127,1913,19.13
39127,1914,19.14
48309,1915,19.15
48445,1918,19.18
13275,1918,19.18
20209,1918,19.18
22007,1918,19.18
48315,1919,19.19
47087,1919,19.19
48487,1920,19.2
39115,1924,19.24
21031,1926,19.26
16021,1928,19.28
30073,1928,19.28
47107,1928,19.28
47143,1931,19.31
13289,1931,19.31
1101,1935,19.35
21107,1935,19.35
47157,1935,19.35
45021,1936,19.36
28127,1936,19.36
13055,1938,19.38
39071,1939,19.39
5061,1939,19.39
16079,1939,19.39
12063,1940,19.4
1059,1941,19.41
35059,1941,19.41
4027,1943,19.43
30047,1943,19.43
35005,1944,19.44
29179,1944,19.44
1057,1944,19.44
48293,1944,19.44
17055,1946,19.46
6015,1947,19.47
47101,1947,19.47
41035,1947,19.47
40111,1947,19.47
37007,1948,19.48
46123,1950,19.5
51680,1951,19.51
47005,1952,19.52
13133,1952,19.52
53047,1953,19.53
22079,1957,19.57
1081,1959,19.59
21047,1959,19.59
48271,1959,19.59
21083,1960,19.6
20207,1960,19.6
20093,1961,19.61
26065,1962,19.62
40139,1963,19.63
45023,1964,19.64
39105,1964,19.64
13025,1964,19.64
48387,1965,19.65
48125,1968,19.68
48169,1970,19.7
51005,1972,19.72
22101,1973,19.73
6003,1973,19.73
28141,1974,19.74
47153,1974,19.74
37117,1975,19.75
36057,1977,19.77
28131,1979,19.79
37185,1979,19.79
54055,1979,19.79
13053,1980,19.8
5137,1983,19.83
29201,1983,19.83
32021,1985,19.85
40141,1985,19.85
28019,1986,19.86
39059,1988,19.88
21069,1989,19.89
39007,1989,19.89
6039,1994,19.94
36047,1995,19.95
13069,1995,19.95
13079,1995,19.95
28139,1997,19.97
21159,1997,19.97
35033,1997,19.97
21203,1999,19.99
45031,2000,20
47137,2001,20.01
17019,2001,20.01
35007,2001,20.01
22059,2001,20.01
20189,2001,20.01
5079,2003,20.03
48119,2005,20.05
5091,2006,20.06
28047,2009,20.09
47071,2010,20.1
48403,2010,20.1
46109,2011,20.11
47079,2012,20.12
6023,2012,20.12
29221,2013,20.13
26061,2015,20.15
56027,2015,20.15
48141,2019,20.19
30023,2024,20.24
40055,2025,20.25
37191,2025,20.25
28009,2026,20.26
47183,2027,20.27
28107,2029,20.29
5019,2029,20.29
29011,2030,20.3
48465,2030,20.3
37195,2031,20.31
1095,2031,20.31
13239,2031,20.31
45059,2032,20.32
20037,2034,20.34
37093,2035,20.35
23025,2036,20.36
37045,2036,20.36
40133,2037,20.37
35037,2037,20.37
48207,2037,20.37
48375,2039,20.39
29067,2039,20.39
51025,2041,20.41
21225,2043,20.43
40127,2044,20.44
28087,2044,20.44
21011,2045,20.45
17153,2047,20.47
45049,2047,20.47
28153,2048,20.48
5011,2051,20.51
12073,2051,20.51
46085,2051,20.51
54019,2051,20.51
21001,2054,20.54
40005,2056,20.56
47049,2056,20.56
28017,2057,20.57
48429,2059,20.59
22109,2060,20.6
48025,2061,20.61
29161,2062,20.62
13181,2062,20.62
28149,2063,20.63
54097,2064,20.64
48107,2065,20.65
45025,2065,20.65
1075,2065,20.65
12075,2065,20.65
39001,2066,20.66
13215,2067,20.67
37131,2067,20.67
39053,2070,20.7
1113,2070,20.7
5049,2071,20.71
40079,2073,20.73
40115,2074,20.74
40063,2074,20.74
56001,2074,20.74
51830,2074,20.74
45017,2076,20.76
54061,2076,20.76
45047,2077,20.77
51770,2077,20.77
40091,2077,20.77
17029,2078,20.78
54001,2080,20.8
28075,2082,20.82
17059,2085,20.85
37181,2085,20.85
12125,2085,20.85
45039,2087,20.87
37163,2089,20.89
40069,2090,20.9
35009,2093,20.93
22077,2093,20.93
51077,2093,20.93
19169,2094,20.94
13293,2095,20.95
35045,2096,20.96
26085,2099,20.99
28085,2100,21
6029,2100,21
47013,2100,21
12093,2103,21.03
40101,2105,21.05
47131,2105,21.05
29009,2106,21.06
17165,2106,21.06
28043,2107,21.07
1049,2108,21.08
13265,2110,21.1
22087,2111,21.11
1129,2112,21.12
29083,2112,21.12
5021,2112,21.12
54041,2113,21.13
51167,2113,21.13
47097,2115,21.15
12123,2116,21.16
37061,2120,21.2
6047,2120,21.2
24510,2121,21.21
26107,2123,21.23
12029,2124,21.24
21137,2126,21.26
13285,2128,21.28
28049,2128,21.28
5133,2128,21.28
5097,2130,21.3
48007,2130,21.3
13105,2133,21.33
12001,2135,21.35
21057,2137,21.37
40067,2139,21.39
21197,2139,21.39
5111,2145,21.45
22105,2145,21.45
40135,2148,21.48
21099,2149,21.49
29057,2151,21.51
21035,2152,21.52
2180,2155,21.55
28013,2157,21.57
4007,2159,21.59
13035,2161,21.61
45087,2161,21.61
24039,2167,21.67
13201,2167,21.67
28067,2168,21.68
8021,2171,21.71
54013,2172,21.72
54089,2174,21.74
47177,2174,21.74
45029,2176,21.76
48225,2179,21.79
41045,2179,21.79
13091,2180,21.8
29510,2183,21.83
18035,2187,21.87
47151,2187,21.87
5129,2188,21.88
28117,2189,21.89
1091,2190,21.9
22123,2192,21.92
37091,2193,21.93
17109,2194,21.94
22031,2195,21.95
47173,2196,21.96
54007,2197,21.97
1061,2201,22.01
29147,2203,22.03
13161,2204,22.04
40029,2205,22.05
51195,2205,22.05
6103,2206,22.06
40021,2206,22.06
28071,2207,22.07
13229,2209,22.09
47019,2209,22.09
35035,2210,22.1
5077,2210,22.1
13107,2211,22.11
22045,2212,22.12
22025,2214,22.14
54103,2214,22.14
1053,2215,22.15
13235,2216,22.16
13033,2216,22.16
13141,2217,22.17
5069,2220,22.2
29143,2220,22.2
12007,2221,22.21
13225,2221,22.21
28155,2221,22.21
5035,2222,22.22
5135,2224,22.24
48267,2226,22.26
37187,2227,22.27
29091,2227,22.27
13303,2229,22.29
28061,2229,22.29
29093,2230,22.3
54011,2230,22.3
26163,2231,22.31
20161,2238,22.38
51590,2238,22.38
54109,2238,22.38
13131,2239,22.39
48471,2240,22.4
13307,2241,22.41
29065,2241,22.41
47025,2243,22.43
46027,2243,22.43
4012,2244,22.44
13251,2245,22.45
13001,2249,22.49
1013,2250,22.5
37177,2250,22.5
39145,2255,22.55
6019,2255,22.55
13167,2260,22.6
4009,2260,22.6
51520,2262,22.62
48419,2264,22.64
13027,2267,22.67
21115,2268,22.68
47061,2268,22.68
5057,2269,22.69
45067,2269,22.69
21199,2271,22.71
40089,2271,22.71
5071,2272,22.72
1107,2272,22.72
26035,2272,22.72
21175,2275,22.75
12039,2277,22.77
48131,2279,22.79
12059,2280,22.8
22049,2283,22.83
47129,2283,22.83
54043,2283,22.83
37047,2284,22.84
37079,2286,22.86
13007,2289,22.89
48191,2289,22.89
13199,2291,22.91
13119,2293,22.93
45027,2293,22.93
37147,2295,22.95
21233,2295,22.95
5047,2300,23
13245,2302,23.02
21155,2305,23.05
5099,2308,23.08
28159,2309,23.09
13173,2312,23.12
13205,2312,23.12
54005,2312,23.12
37015,2315,23.15
13267,2317,23.17
5103,2317,23.17
37107,2318,23.18
21125,2320,23.2
21169,2320,23.2
48249,2320,23.2
1025,2321,23.21
21207,2323,23.23
51760,2323,23.23
54099,2324,23.24
47007,2325,23.25
48163,2326,23.26
27087,2326,23.26
4023,2326,23.26
13279,2331,23.31
29141,2332,23.32
22017,2333,23.33
13277,2334,23.34
1023,2335,23.35
45009,2337,23.37
13319,2339,23.39
48425,2339,23.39
37005,2342,23.42
47029,2348,23.48
18105,2351,23.51
8003,2353,23.53
51121,2354,23.54
21235,2355,23.55
12107,2359,23.59
51670,2362,23.62
13009,2364,23.64
45075,2364,23.64
13317,2365,23.65
22071,2365,23.65
8089,2367,23.67
35057,2370,23.7
21165,2371,23.71
51037,2371,23.71
37065,2373,23.73
29023,2373,23.73
