subregion,region,FIPS,geometry
Charlotte,Florida,12015,"list(list(c(-82.0548336511022, -81.9928511021959, -82.0126882158003, -82.1532097810081, -82.2574596601211, -82.256902507677, -82.0548336511022, 27.0316365554908, 27.0316764446012, 26.9765506265503, 26.937064862437, 27.0044089740126, 27.0334700558585, 27.0316365554908)), list(c(-81.5617819194577, -82.0682708936749, -82.0517675254202, -82.0978726542804, -81.9914400119658, -81.979194158692, -81.5634747718583, -81.5617819194577, 26.767162532656, 26.7669703396697, 26.8667090712248, 26.9217855200261, 26.9630565549464, 
27.031680174492, 27.0309461630573, 26.767162532656)), list(c(-82.355431304087, -82.2584824272716, -82.2575818140461, -82.1764953341055, -82.1538286838672, -82.2898406038341, -82.355431304087, 26.9488960243751, 26.9508909979337, 26.9979070490233, 26.9136932628301, 26.7901288174584, 26.8498859166347, 26.9488960243751)), list(c(-82.3686686348715, -82.3436286861746, -82.3800366686971, -82.3686686348715, 26.9479385821183, 26.9036327111558, 26.947295849401, 26.9479385821183)))"
Palm Beach,Florida,12099,"list(list(c(-80.8790969427086, -80.8868620055915, -80.1415273993203, -80.1389485942372, -80.1146101240383, -80.0509107892652, -80.0846956224468, -80.1966222903596, -80.2219297033121, -80.8790969427086, 26.3340045592438, 26.9585248411847, 26.9585847784584, 26.9755501351367, 26.9738375453971, 26.7971977376594, 26.3263775541259, 26.3277243037391, 26.3354965155795, 26.3340045592438)))"
Hendry,Florida,12051,"list(list(c(-80.8790969427086, -80.8815768020763, -81.2700908313647, -81.26897580122, -81.564697450797, -81.5617819194577, -81.4576460610354, -81.4554181765155, -81.4290123107109, -81.4255027424513, -80.9295348060149, -80.8868620055915, -80.8790969427086, 26.3340045592438, 26.2586727828277, 26.253049298935, 26.5148519946723, 26.5135182996771, 26.767162532656, 26.7682626950415, 26.7834216966688, 26.7833205233798, 26.7716327550229, 26.7681869057318, 26.9585248411847, 26.3340045592438)))"
Starr,Texas,48427,"list(list(c(-98.6002683399291, -98.6782190695587, -98.8201364428049, -98.9092031796083, -98.9395766649892, -99.1070364861148, -99.1017807590981, -99.1689892476985, -99.1661284732288, -99.012623727854, -98.9601324560326, -98.4379757127167, -98.3415671520327, -98.6002683399291, 26.2608029131252, 26.2424047085202, 26.3754137555372, 26.3606715174072, 26.3956508999342, 26.4198691329575, 26.4886767086472, 26.5460615454457, 26.5802207146163, 26.6804882618059, 26.7889445253129, 26.7879826279087, 26.7874202432566, 
26.2608029131252)))"
Hidalgo,Texas,48215,"list(list(c(-98.6002683399291, -98.3415671520327, -97.9909028634882, -97.9917889715827, -97.9640322636458, -97.9764766818027, -97.973928492907, -97.9895998364843, -98.0049433641001, -97.8738881064303, -97.8692336688992, -97.8677078845258, -98.0403525647423, -98.0766315552065, -98.0834982324376, -98.2009795884787, -98.2922376879541, -98.2716456340831, -98.2925660219561, -98.3282265239935, -98.3474840540047, -98.3848156507463, -98.453688913958, -98.4888153681529, -98.6002683399291, 26.2608029131252, 
26.7874202432566, 26.7868079713145, 26.6173295021842, 26.6130954544332, 26.5574366764246, 26.5365937873946, 26.5373603835702, 26.4641792518513, 26.4472546649519, 26.3486951487465, 26.0604960673438, 26.0597505036082, 26.0349824743143, 26.0661133347517, 26.0557321678774, 26.098459155326, 26.1212494100024, 26.1331622669107, 26.1120007830382, 26.1590326343597, 26.156383272175, 26.2212616150816, 26.2018948821553, 26.2608029131252)))"
Lee,Florida,12071,"list(list(c(-81.564697450797, -81.5668191888401, -81.6557340880039, -81.6574060115726, -81.8174746395679, -81.8179780712232, -81.8493509601328, -81.8642123475536, -81.9420187511293, -81.9681192321215, -81.9287732353066, -81.884276725479, -81.773914384145, -81.8971019551298, -81.9444519868616, -82.0214729375914, -82.0836601124535, -82.0682708936749, -81.5617819194577, -81.564697450797, 26.5135182996771, 26.4220338165493, 26.4239761572039, 26.3176471747722, 26.3183671473123, 26.3304135032302, 26.3321969608958, 
26.43955399449, 26.4675625736667, 26.5173825701947, 26.5349808168228, 26.6429874212675, 26.7102658453212, 26.6637671611735, 26.5507196610635, 26.5246798944055, 26.7157906943228, 26.7669703396697, 26.767162532656, 26.5135182996771)), list(c(-82.1019415507537, -82.0669529989117, -82.0974560979993, -82.1357095994266, -82.183310155493, -82.1286518170941, -82.1019415507537, 26.5860771612743, 26.4975643650647, 26.4939425374517, 26.6426298697873, 26.683432388975, 26.6936913501203, 26.5860771612743)))"
Willacy,Texas,48489,"list(list(c(-97.8692336688992, -97.8738881064303, -98.0049433641001, -97.9895998364843, -97.973928492907, -97.9764766818027, -97.9640322636458, -97.8666549156202, -97.4519579851129, -97.4261157990613, -97.4749682515447, -97.4214468563992, -97.44603735325, -97.4602439894163, -97.4993459892056, -97.5436440377581, -97.5417977935967, -97.8692336688992, 26.3486951487465, 26.4472546649519, 26.4641792518513, 26.5373603835702, 26.5365937873946, 26.5574366764246, 26.6130954544332, 26.5977499064598, 26.6013268717747, 
26.5185697633664, 26.4771508279135, 26.3854076354128, 26.3659587930839, 26.3293174851679, 26.3390521894341, 26.3262389783204, 26.3021478206058, 26.3486951487465)), list(c(-97.2323612835996, -97.2515040158594, -97.2675034344185, -97.2788032423241, -97.3013873687276, -97.2960923742489, -97.2323612835996, 26.4184902648399, 26.4196518668162, 26.4792511190843, 26.5403073081574, 26.601365310372, 26.6010124730594, 26.4184902648399)))"
Collier,Florida,12021,"list(list(c(-80.8739940376081, -80.8745444037231, -81.2562071415802, -81.5307421823256, -81.7182927496328, -81.7056956649716, -81.7947171250445, -81.8138585622033, -81.8493509601328, -81.8179780712232, -81.8174746395679, -81.6574060115726, -81.6557340880039, -81.5668191888401, -81.564697450797, -81.26897580122, -81.2700908313647, -80.8815768020763, -80.8739940376081, 25.9832582131008, 25.8016226310163, 25.803102827835, 25.9146583716093, 25.9235815655978, 26.0001719729559, 26.111162438268, 26.2844671019469, 
26.3321969608958, 26.3304135032302, 26.3183671473123, 26.3176471747722, 26.4239761572039, 26.4220338165493, 26.5135182996771, 26.5148519946723, 26.253049298935, 26.2586727828277, 25.9832582131008)))"
Cameron,Texas,48061,"list(list(c(-97.2515040158594, -97.2323612835996, -97.1952427050682, -97.1720483788842, -97.1795864882704, -97.2091668020035, -97.2265625984455, -97.2515040158594, 26.4196518668162, 26.4184902648399, 26.2595930815883, 26.0780766487945, 26.0722765649313, 26.2508939400703, 26.3489005517629, 26.4196518668162)), list(c(-97.1724747779328, -97.3073988130716, -97.3046898244375, -97.3812460411296, -97.3858988727354, -97.4346069473609, -97.5903530981099, -97.5752010382239, -97.6131891475572, -97.6482403304828, 
-97.8677078845258, -97.8692336688992, -97.5417977935967, -97.5436440377581, -97.4993459892056, -97.4602439894163, -97.44603735325, -97.4214468563992, -97.3689549111253, -97.3536197239599, -97.2533732610143, -97.2765753060002, -97.2133479060262, -97.1724747779328, 25.9549273609948, 25.9654823822255, 25.9390222257875, 25.9173794305846, 25.8457216484493, 25.8455574296443, 25.9335890699357, 25.9545294023639, 25.9623589094719, 26.0238010386388, 26.0604960673438, 26.3486951487465, 26.3021478206058, 26.3262389783204, 
26.3390521894341, 26.3293174851679, 26.3659587930839, 26.3854076354128, 26.3594093637904, 26.1828026588339, 26.0686719880634, 26.0026332864775, 26.0094252622837, 25.9549273609948)))"
Broward,Florida,12011,"list(list(c(-80.8739940376081, -80.8815768020763, -80.8790969427086, -80.2219297033121, -80.1966222903596, -80.0846956224468, -80.1277808348281, -80.297624004396, -80.2976088258125, -80.6809501699594, -80.6836433065575, -80.8739940376081, 25.9832582131008, 26.2586727828277, 26.3340045592438, 26.3354965155795, 26.3277243037391, 26.3263775541259, 25.9775364569453, 25.9743326879305, 25.9576477983217, 25.9605190372073, 25.9847395496084, 25.9832582131008)))"
Miami-Dade,Florida,12086,"list(list(c(-80.8745444037231, -80.8739940376081, -80.6836433065575, -80.6809501699594, -80.2976088258125, -80.297624004396, -80.1277808348281, -80.1930988386175, -80.3014558455849, -80.3299912200386, -80.3019756473166, -80.4168167068799, -80.4208071202334, -80.5518761059737, -80.6938249242719, -80.8568011575886, -80.8602792807962, -80.8761641606241, -80.8745444037231, 25.8016226310163, 25.9832582131008, 25.9847395496084, 25.9605190372073, 25.9576477983217, 25.9743326879305, 25.9775364569453, 25.760032379605, 
25.6137517593333, 25.4900151173346, 25.4012007698114, 25.2499027729084, 25.1922194412347, 25.2123186832786, 25.1522990412305, 25.1856310553035, 25.3686499606531, 25.3707613896923, 25.8016226310163)))"
Monroe,Florida,12087,"list(list(c(-81.2562071415802, -80.8745444037231, -80.8761641606241, -80.8602792807962, -80.8568011575886, -80.9758769901594, -81.1190161616758, -81.1482299618299, -81.1837838511542, -81.1405692322824, -81.0115606486025, -80.9510271622873, -80.9152746044717, -80.974281632961, -81.1433228241945, -81.2583747780022, -81.199947177694, -81.2562071415802, 25.803102827835, 25.8016226310163, 25.3707613896923, 25.3686499606531, 25.1856310553035, 25.1305013519497, 25.1341887634766, 25.164690256639, 25.2688795768299, 
25.3207650522141, 25.2144296978856, 25.202537510789, 25.2467253721497, 25.3224599767763, 25.3968273691942, 25.6811000670362, 25.7104222930448, 25.803102827835)), list(c(-80.2494536556999, -80.3556652501782, -80.5878197170867, -80.3530637031218, -80.3302969674794, -80.3616011124287, -80.2494536556999, 25.354937638631, 25.15823360838, 24.9563764231104, 25.2115321425479, 25.2679815538063, 25.2964992630825, 25.354937638631)))"
Cook,Minnesota,27031,"list(list(c(-91.0271484370188, -90.8644947874557, -90.7433655981738, -90.5674552431154, -90.5568351560112, -90.1452700387078, -90.0267005906225, -89.9870207167734, -89.9003891324517, -89.7493099558113, -89.5306731313447, -89.6256450624072, -89.63637362717, -89.9996777905122, -90.5096334392444, -91.0214756356806, -91.0271484370188, 48.1953389360129, 48.2541981157736, 48.0884437354302, 48.1216998565854, 48.0927504124445, 48.1127708605444, 48.0860789846381, 48.0235567412489, 47.9925051409918, 48.0264846537537, 
48.0016560137337, 47.992561814611, 47.9593906520804, 47.8245648374004, 47.7099379875402, 47.4610588455206, 48.1953389360129)))"
Keweenaw,Michigan,26083,"list(list(c(-88.4975275077302, -88.6253270887377, -88.9015476257101, -89.0286226754221, -89.1398848529211, -89.1929162854616, -89.2017873127824, -89.1560989992236, -88.4975275077302, 48.1737952937414, 48.033167685665, 47.9602485269735, 47.8506552166049, 47.8240760144843, 47.8446133632897, 47.8838569435187, 47.9392281055003, 48.1737952937414)), list(c(-88.2222796952062, -88.2936536948134, -88.2920862599923, -88.5006811304348, -88.4379011101454, -88.2113917812181, -87.7881204015157, -87.7043835233095, 
-87.7375104969944, -87.9170421616254, -88.2222796952062, 47.2007523022462, 47.2030727605845, 47.288058116141, 47.2901802168124, 47.3558961792327, 47.4478349837863, 47.4707930317464, 47.415950219163, 47.3930248595518, 47.3580070384275, 47.2007523022462)))"
Houghton,Michigan,26061,"list(list(c(-88.5006811304348, -88.2920862599923, -88.2936536948134, -88.2222796952062, -88.412843392663, -88.4706642122573, -88.5942620194304, -88.5956322880774, -88.5006811304348, 47.2901802168124, 47.288058116141, 47.2030727605845, 47.2007523022462, 46.9880945445989, 47.1114725990367, 47.1347650420714, 47.2435929477573, 47.2901802168124)), list(c(-88.987443799888, -88.982102440794, -88.8583526405693, -88.8581759887948, -88.9270700254263, -88.9296883569914, -88.8848320163059, -88.6295000595262, 
-88.6181043623436, -88.5112154818537, -88.5129950024123, -88.4411640911772, -88.4459647715116, -88.5497949861012, -88.5507962545754, -88.6742269419172, -88.6717224756308, -88.987443799888, 46.4182692783169, 46.6795425885752, 46.6822267630744, 46.7679978823011, 46.7683039923701, 47.0309261762072, 47.1045548430228, 47.2258127653427, 47.1311144114124, 47.1065061975802, 47.0325896557175, 46.9907346338606, 46.9283044462496, 46.9263483257205, 46.8570594387005, 46.8551030591512, 46.422674279398, 46.4182692783169
)))"
Ontonagon,Michigan,26131,"list(list(c(-88.9874274816156, -89.3592912781975, -89.3622382545888, -89.7344288828556, -89.7367176889258, -89.8570002965953, -89.8579151559317, -89.8862519655022, -89.7912443932606, -89.3867180980113, -89.2145920280336, -89.1251876843053, -88.9948757109933, -88.9296883569914, -88.9270700254263, -88.8581759887948, -88.8583526405693, -88.982102440794, -88.987443799888, -88.9874274816156, 46.3348783992901, 46.3371437381305, 46.5057742787434, 46.5102322235528, 46.5954944198961, 46.5993620058722, 46.7685883965466, 
46.7689352245906, 46.8247129446737, 46.8502084062893, 46.9233784519438, 46.9966066217305, 46.9971033188606, 47.0309261762072, 46.7683039923701, 46.7679978823011, 46.6822267630744, 46.6795425885752, 46.4182692783169, 46.3348783992901)))"
Baraga,Michigan,26013,"list(list(c(-88.6717224756308, -88.6742269419172, -88.5507962545754, -88.5497949861012, -88.4459647715116, -88.476522886489, -88.44661688076, -88.1778268043798, -88.1891883627004, -88.0366849376038, -88.0379711800989, -87.9823761210589, -87.9856050668368, -88.1067367945167, -88.1141033807283, -88.6717224756308, 46.422674279398, 46.8551030591512, 46.8570594387005, 46.9263483257205, 46.9283044462496, 46.8551516513402, 46.7993967768385, 46.9458902599082, 46.900958181717, 46.9118654704159, 46.7667508036598, 
46.7643088648489, 46.6817767931879, 46.6798553813653, 46.4241105463913, 46.422674279398)))"
Marquette,Michigan,26103,"list(list(c(-87.6137044375828, -87.6103199760785, -88.1118601622127, -88.1141033807283, -88.1067367945167, -87.9856050668368, -87.9823761210589, -88.0379711800989, -88.0366849376038, -87.9006541091625, -87.6637662035628, -87.3715388918577, -87.1106791332462, -87.1104714508521, -87.2333638942242, -87.2437672850315, -87.3649278675613, -87.6137044375828, 45.9894033213757, 46.2467063700518, 46.2486054543335, 46.4241105463913, 46.6798553813653, 46.6817767931879, 46.7643088648489, 46.7667508036598, 46.9118654704159, 
46.9097618637866, 46.8368515635858, 46.5079911808069, 46.5014733519774, 46.1609898522828, 46.1580549980367, 45.9874307271622, 45.9870976789927, 45.9894033213757)))"
Gogebic,Michigan,26053,"list(list(c(-88.9853010812089, -89.0998061397724, -89.9251360775016, -90.1116593707067, -90.1151771240045, -90.1417974585324, -90.1613910931515, -90.211525799219, -90.2584017203819, -90.269784984595, -90.3001810565371, -90.3023935552573, -90.3137081791182, -90.3855250514586, -90.4081998349311, -90.0188646080096, -89.8862519655022, -89.8579151559317, -89.8570002965953, -89.7367176889258, -89.7344288828556, -89.3622382545888, -89.3592912781975, -88.9874274816156, -88.9853010812089, 46.1003912482899, 
46.1456428019923, 46.3040256747404, 46.3404289948993, 46.3651557363738, 46.393899311262, 46.4423800697625, 46.5062950129478, 46.5087897918788, 46.5224805116165, 46.5250515978976, 46.5442963841151, 46.5515632475508, 46.5396577468161, 46.5686106618276, 46.6786337903114, 46.7689352245906, 46.7685883965466, 46.5993620058722, 46.5954944198961, 46.5102322235528, 46.5057742787434, 46.3371437381305, 46.3348783992901, 46.1003912482899)))"
Luce,Michigan,26095,"list(list(c(-85.859234240286, -85.8586762589772, -85.8575364665016, -85.5038506037491, -85.2300947475608, -85.2322036900061, -85.859234240286, 46.2460492358116, 46.5078550397913, 46.694815144657, 46.674174602205, 46.7567853123979, 46.2471331835327, 46.2460492358116)))"
Alger,Michigan,26003,"list(list(c(-87.1104714508521, -87.1106791332462, -87.0064019534044, -86.8713827024411, -86.7594957164225, -86.6382203361414, -86.4623920386814, -86.1481091053832, -86.0967390801913, -85.8575364665016, -85.8586762589772, -86.3618811161146, -86.3640627396273, -86.6097223124001, -86.6100303392186, -87.1104714508521, 46.1609898522828, 46.5014733519774, 46.5362936442993, 46.4443597093254, 46.4866314946795, 46.4222637323855, 46.5610855552554, 46.6730530965553, 46.6552685626013, 46.694815144657, 46.5078550397913, 
46.5069959734054, 46.3360280863373, 46.335026662451, 46.1622936563472, 46.1609898522828)))"
Schoolcraft,Michigan,26153,"list(list(c(-86.4582753788838, -86.4547034903648, -86.4866869416832, -86.4846724898058, -86.6100303392186, -86.6097223124001, -86.3640627396273, -86.3618811161146, -85.8586762589772, -85.859234240286, -85.8598446472826, -85.914955338554, -85.9171044809339, -86.0678914309879, -86.2593192716265, -86.3156386029419, -86.3437956006915, -86.4582753788838, 45.7627474388209, 45.8978849584062, 45.899509792103, 46.1604921190719, 46.1622936563472, 46.335026662451, 46.3360280863373, 46.5069959734054, 46.5078550397913, 
46.2460492358116, 45.9694694378257, 45.9579781621903, 45.9181924008846, 45.9642103953504, 45.94692965568, 45.9056825542259, 45.8343961552493, 45.7627474388209)))"
